Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Expr1,Accident Date,Day,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
38A1262,430864,434191,3,Leeds 2016,10/08/2016,Wednesday,1810,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,26,Car
38A1262,430864,434191,3,Leeds 2016,10/08/2016,Wednesday,1810,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,20,Car
38B0193,424459,427708,1,Leeds 2016,11/08/2016,Thursday,710,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,26,Car
38B0479,427004,433446,1,Leeds 2016,11/08/2016,Thursday,1144,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,24,Car
38B0760,433025,437640,1,Leeds 2016,11/08/2016,Thursday,1452,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,39,Car
38B0807,426867,437530,1,Leeds 2016,11/08/2016,Thursday,1515,A,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,84,Car
38B1030,428903,435392,2,Leeds 2016,11/08/2016,Thursday,1704,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,58,Goods vehicle 3.5 tonnes mgw and under
38B1030,428903,435392,2,Leeds 2016,11/08/2016,Thursday,1704,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,58,Goods vehicle 3.5 tonnes mgw and under
38B1218,431413,435049,2,Leeds 2016,11/08/2016,Thursday,1850,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,40,Car
38B1319,429551,430902,2,Leeds 2016,11/08/2016,Thursday,1944,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,28,Car
38B1319,429551,430902,2,Leeds 2016,11/08/2016,Thursday,1944,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Male,30,Car
38C0444,423765,442118,1,Leeds 2016,12/08/2016,Friday,1020,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,21,Car
38C1358,431367,435283,1,Leeds 2016,12/08/2016,Friday,1823,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,8,Car
38C1512,431870,430503,2,Leeds 2016,12/08/2016,Friday,1925,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,40,Car
38C1512,431870,430503,2,Leeds 2016,12/08/2016,Friday,1925,Motorway,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,24,Car
38C1793,442057,434628,2,Leeds 2016,12/08/2016,Friday,2150,Motorway,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Female,20,Car
38C2006,428405,434382,2,Leeds 2016,12/08/2016,Friday,2255,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Female,43,Car
38D0270,432406,426222,2,Leeds 2016,13/08/2016,Saturday,446,Motorway,Wet or Damp,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,54,Car
38D0270,432406,426222,2,Leeds 2016,13/08/2016,Saturday,446,Motorway,Wet or Damp,Darkness street lights present and lit,Fine without high winds,Passenger,Serious,Male,31,Car
38D0270,432406,426222,2,Leeds 2016,13/08/2016,Saturday,446,Motorway,Wet or Damp,Darkness street lights present and lit,Fine without high winds,Passenger,Serious,Female,64,Car
38D0270,432406,426222,2,Leeds 2016,13/08/2016,Saturday,446,Motorway,Wet or Damp,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Female,44,Car
38D0270,432406,426222,2,Leeds 2016,13/08/2016,Saturday,446,Motorway,Wet or Damp,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Male,42,Car
38D0270,432406,426222,2,Leeds 2016,13/08/2016,Saturday,446,Motorway,Wet or Damp,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Male,10,Car
38D0691,443604,435908,2,Leeds 2016,13/08/2016,Saturday,1210,Motorway,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,62,Car
38D1104,429630,426920,2,Leeds 2016,01/08/2016,Monday,750,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Female,23,Car
38E0762,426726,436139,2,Leeds 2016,14/08/2016,Sunday,1300,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Driver,Serious,Male,23,Motorcycle over 50cc and up to 125cc
38F0312,429643,434626,2,Leeds 2016,15/08/2016,Monday,850,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,25,Pedal cycle
38F0985,429962,434416,2,Leeds 2016,15/08/2016,Monday,1522,A(M),Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,52,Car
38F0985,429962,434416,2,Leeds 2016,15/08/2016,Monday,1522,A(M),Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,60,Goods vehicle 7.5 tonnes mgw and over
38F1198,440448,448222,1,Leeds 2016,15/08/2016,Monday,1700,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,86,Mobility Scooter
38F1203,428296,434122,3,Leeds 2016,15/08/2016,Monday,1405,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,35,Pedal cycle
38F1229,428825,435232,2,Leeds 2016,15/08/2016,Monday,1715,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,35,Pedal cycle
38F1671,425038,434397,2,Leeds 2016,15/08/2016,Monday,2050,A,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Male,22,Bus or coach (17 or more passenger seats)
38F1671,425038,434397,2,Leeds 2016,15/08/2016,Monday,2050,A,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Female,15,Bus or coach (17 or more passenger seats)
38F1671,425038,434397,2,Leeds 2016,15/08/2016,Monday,2050,A,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Male,14,Bus or coach (17 or more passenger seats)
38F1671,425038,434397,2,Leeds 2016,15/08/2016,Monday,2050,A,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Female,40,Bus or coach (17 or more passenger seats)
38F1671,425038,434397,2,Leeds 2016,15/08/2016,Monday,2050,A,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Female,41,Bus or coach (17 or more passenger seats)
38G0359,430793,424354,2,Leeds 2016,16/08/2016,Tuesday,940,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,59,Car
38G0415,428490,434992,2,Leeds 2016,16/08/2016,Tuesday,1009,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,18,Pedal cycle
38G0700,427705,431070,2,Leeds 2016,16/08/2016,Tuesday,1245,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,51,Car
38G1249,427945,436116,2,Leeds 2016,16/08/2016,Tuesday,1725,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,41,Pedal cycle
38G1292,426973,439836,2,Leeds 2016,16/08/2016,Tuesday,1748,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,32,Car
38G1320,419762,438787,2,Leeds 2016,16/08/2016,Tuesday,1630,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,36,Motorcycle over 500cc
38G1427,422188,428745,2,Leeds 2016,16/08/2016,Tuesday,1853,B,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,22,Car
38G1724,432290,445654,1,Leeds 2016,16/08/2016,Tuesday,2120,A,Dry,Darkness no street lighting,Fine without high winds,Driver,Serious,Female,34,Motorcycle over 500cc
38G1863,428834,434632,2,Leeds 2016,16/08/2016,Tuesday,2250,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Serious,Male,38,Pedal cycle
38G1890,431871,434742,2,Leeds 2016,16/08/2016,Tuesday,2308,Unclassified,Dry,Darkness street lights present and lit,Unknown,Driver,Slight,Female,30,Pedal cycle
38H0623,418630,442578,1,Leeds 2016,17/08/2016,Wednesday,1156,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Female,31,Motorcycle over 125cc and up to 500cc
38H0642,443625,437644,4,Leeds 2016,17/08/2016,Wednesday,1205,A(M),Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,22,Car
38H1175,422443,427901,2,Leeds 2016,17/08/2016,Wednesday,1640,B,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,34,Car
38H1421,445690,430860,1,Leeds 2016,17/08/2016,Wednesday,1840,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Male,23,Motorcycle over 500cc
38H1647,428449,435193,2,Leeds 2016,17/08/2016,Wednesday,2050,Unclassified,Dry,Darkness street lights present but unlit,Fine without high winds,Driver,Slight,Male,18,Pedal cycle
38H1868,436836,443866,2,Leeds 2016,17/08/2016,Wednesday,2250,A,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Serious,Male,20,M cycle 50cc and under
38H1868,436836,443866,2,Leeds 2016,17/08/2016,Wednesday,2250,A,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Female,18,M cycle 50cc and under
38I0565,434744,428894,1,Leeds 2016,18/08/2016,Thursday,1030,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,29,Car
38I0568,443617,435483,2,Leeds 2016,17/08/2016,Wednesday,1145,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,45,Car
38I0568,443617,435483,2,Leeds 2016,17/08/2016,Wednesday,1145,Motorway,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,12,Car
38I1076,424964,435131,3,Leeds 2016,18/08/2016,Thursday,2110,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Serious,Male,31,Motorcycle over 500cc
38I1175,431627,433076,2,Leeds 2016,18/08/2016,Thursday,1650,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,2,Pedal cycle
38J0757,423138,434233,1,Leeds 2016,19/08/2016,Friday,1325,A,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Slight,Female,48,Car
38J0757,423138,434233,1,Leeds 2016,19/08/2016,Friday,1325,A,Wet or Damp,Daylight street lights present,Raining without high winds,Passenger,Slight,Male,16,Car
38J0967,415670,443030,1,Leeds 2016,19/08/2016,Friday,1524,Unclassified,Wet or Damp,Daylight street lights present,Unknown,Driver,Slight,Female,20,Car
38J1266,439789,432839,2,Leeds 2016,19/08/2016,Friday,1750,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Female,80,Car
38J1622,442505,435059,1,Leeds 2016,19/08/2016,Friday,2055,B,Wet or Damp,Darkness no street lighting,Raining without high winds,Driver,Slight,Female,25,Car
38K0551,424852,434705,1,Leeds 2016,20/08/2016,Saturday,1045,Unclassified,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Slight,Male,23,Motorcycle over 50cc and up to 125cc
38K0858,429570,436968,1,Leeds 2016,20/08/2016,Saturday,1350,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Serious,Female,59,Taxi or Private hire car
38K1444,418177,444549,3,Leeds 2016,20/08/2016,Saturday,1235,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,45,Car
38K1847,426431,430146,1,Leeds 2016,20/08/2016,Saturday,2328,A,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Female,64,Car
38L0497,429583,439261,1,Leeds 2016,21/08/2016,Sunday,920,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,43,Bus or coach (17 or more passenger seats)
38L1236,422606,429160,2,Leeds 2016,21/08/2016,Sunday,1738,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,42,Car
38L1657,429995,430953,2,Leeds 2016,21/08/2016,Sunday,2045,Unclassified,Dry,Darkness street lights present and lit,Unknown,Driver,Slight,Male,18,Pedal cycle
38M0844,426514,427755,2,Leeds 2016,22/08/2016,Monday,1205,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,41,Bus or coach (17 or more passenger seats)
38M1404,424429,437118,2,Leeds 2016,22/08/2016,Monday,1925,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,47,Pedal cycle
38M1431,426825,433094,2,Leeds 2016,22/08/2016,Monday,1939,B,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,48,Motorcycle over 50cc and up to 125cc
38M1450,424278,433939,3,Leeds 2016,22/08/2016,Monday,1945,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,36,Car
38M1450,424278,433939,3,Leeds 2016,22/08/2016,Monday,1945,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,58,Car
38M1570,427230,434732,2,Leeds 2016,20/08/2016,Saturday,1500,A,Dry,Daylight street lights present,Unknown,Driver,Serious,Female,41,Pedal cycle
38N0383,426659,429310,1,Leeds 2016,23/08/2016,Tuesday,915,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,36,Car
38N0383,426659,429310,1,Leeds 2016,23/08/2016,Tuesday,915,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Serious,Female,5,Car
38N0383,426659,429310,1,Leeds 2016,23/08/2016,Tuesday,915,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,71,Car
38N0471,428563,427780,3,Leeds 2016,02/08/2016,Tuesday,1850,B,Dry,Daylight street lights present,Unknown,Driver,Slight,Female,43,Car
38N0471,428563,427780,3,Leeds 2016,02/08/2016,Tuesday,1850,B,Dry,Daylight street lights present,Unknown,Driver,Slight,Male,33,Car
38O0184,430267,433747,1,Leeds 2016,24/08/2016,Wednesday,230,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,37,Taxi or Private hire car
38O0350,427488,427891,2,Leeds 2016,24/08/2016,Wednesday,715,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,27,Pedal cycle
38O0388,429394,435524,2,Leeds 2016,24/08/2016,Wednesday,822,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,35,Motorcycle over 50cc and up to 125cc
38O0395,422023,434376,2,Leeds 2016,24/08/2016,Wednesday,820,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,43,Pedal cycle
38O0459,425902,432233,2,Leeds 2016,24/08/2016,Wednesday,920,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Male,17,Pedal cycle
38O0501,434092,434196,2,Leeds 2016,24/08/2016,Wednesday,954,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,40,Car
38O0501,434092,434196,2,Leeds 2016,24/08/2016,Wednesday,954,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,35,Goods vehicle 3.5 tonnes mgw and under
38O0501,434092,434196,2,Leeds 2016,24/08/2016,Wednesday,954,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,19,Goods vehicle 3.5 tonnes mgw and under
38O0570,432148,438744,2,Leeds 2016,24/08/2016,Wednesday,1030,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,35,Car
38O0647,440974,445831,2,Leeds 2016,23/08/2016,Tuesday,1620,A(M),Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,52,Car
38O1281,430424,424253,1,Leeds 2016,24/08/2016,Wednesday,1633,Motorway,Dry,Daylight street lights present,Fine without high winds,Passenger,Serious,Female,26,Car
38O1281,430424,424253,1,Leeds 2016,24/08/2016,Wednesday,1633,Motorway,Dry,Daylight street lights present,Fine without high winds,Passenger,Serious,Female,17,Car
38O1409,421079,436764,2,Leeds 2016,24/08/2016,Wednesday,1650,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,65,Car
38O1506,431935,435780,2,Leeds 2016,24/08/2016,Wednesday,1640,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,11,Car
38O1671,434702,434556,2,Leeds 2016,24/08/2016,Wednesday,1926,A,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Male,42,Car
38O1845,423945,435413,2,Leeds 2016,24/08/2016,Wednesday,2057,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Serious,Male,22,Motorcycle over 50cc and up to 125cc
38P0284,444731,436447,2,Leeds 2016,25/08/2016,Thursday,742,B,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,1,Car
38P0301,420319,445470,1,Leeds 2016,24/08/2016,Wednesday,1845,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,80,Bus or coach (17 or more passenger seats)
38P0901,429479,427285,1,Leeds 2016,24/08/2016,Wednesday,1215,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,33,Goods vehicle 3.5 tonnes mgw and under
38P1011,440389,433269,1,Leeds 2016,25/08/2016,Thursday,1505,B,Wet or Damp,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,77,Car
38P1011,440389,433269,1,Leeds 2016,25/08/2016,Thursday,1505,B,Wet or Damp,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,84,Car
38P1020,429964,430996,2,Leeds 2016,25/08/2016,Thursday,1510,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,24,Car
38P1020,429964,430996,2,Leeds 2016,25/08/2016,Thursday,1510,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,23,Car
38P1294,432096,435513,1,Leeds 2016,25/08/2016,Thursday,1700,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,17,Car
38P1414,430295,433389,1,Leeds 2016,25/08/2016,Thursday,1800,Unclassified,Wet or Damp,Daylight street lights present,Raining without high winds,Pedestrian,Slight,Female,27,Taxi or Private hire car
38P1548,425420,433191,2,Leeds 2016,25/08/2016,Thursday,1920,B,Dry,Daylight street lights present,Unknown,Driver,Slight,Male,15,Pedal cycle
38Q0123,426481,430171,1,Leeds 2016,23/09/2016,Friday,16,Unclassified,Wet or Damp,Darkness street lights present and lit,Raining without high winds,Passenger,Slight,Female,53,Car
38Q0585,430079,433774,1,Leeds 2016,26/08/2016,Friday,1154,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,68,Car
38Q0698,427914,434616,3,Leeds 2016,26/08/2016,Friday,1245,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,32,Car
38Q0879,431208,433686,2,Leeds 2016,26/08/2016,Friday,1408,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Male,39,Pedal cycle
38Q0909,424636,444930,2,Leeds 2016,26/08/2016,Friday,1420,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Male,55,Motorcycle over 500cc
38Q1331,429400,433822,2,Leeds 2016,26/08/2016,Friday,1714,Unclassified,Dry,Daylight street lights present,Unknown,Passenger,Serious,Female,28,Car
38Q1557,428893,431659,4,Leeds 2016,26/08/2016,Friday,1900,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,24,Car
38Q1557,428893,431659,4,Leeds 2016,26/08/2016,Friday,1900,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,37,Car
38R0191,429004,429914,3,Leeds 2016,27/08/2016,Saturday,151,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,52,Car
38R0836,440007,439595,3,Leeds 2016,27/08/2016,Saturday,1225,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,27,Car
38R1027,419444,432681,2,Leeds 2016,27/08/2016,Saturday,1413,Unclassified,Wet or Damp,Daylight street lights present,Raining without high winds,Driver,Serious,Male,23,Motorcycle over 500cc
38R1027,419444,432681,2,Leeds 2016,27/08/2016,Saturday,1413,Unclassified,Wet or Damp,Daylight street lights present,Raining without high winds,Passenger,Serious,Male,20,Motorcycle over 500cc
38R2158,435431,439805,2,Leeds 2016,27/08/2016,Saturday,2158,A,Wet or Damp,Darkness no street lighting,Raining without high winds,Driver,Serious,Male,30,Car
38R2158,435431,439805,2,Leeds 2016,27/08/2016,Saturday,2158,A,Wet or Damp,Darkness no street lighting,Raining without high winds,Driver,Slight,Male,32,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
38S0061,428100,434754,1,Leeds 2016,27/08/2016,Saturday,2300,Unclassified,Wet or Damp,Darkness street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,47,Car
38S0331,431907,428158,2,Leeds 2016,28/08/2016,Sunday,604,Motorway,Wet or Damp,Darkness street lights present but unlit,Raining without high winds,Passenger,Slight,Male,32,Car
38S0547,430720,428166,1,Leeds 2016,28/08/2016,Sunday,1045,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,19,Bus or coach (17 or more passenger seats)
38S0582,440175,438896,1,Leeds 2016,28/08/2016,Sunday,1130,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,19,Taxi or Private hire car
38S0736,441357,445063,1,Leeds 2016,28/08/2016,Sunday,1300,A(M),Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,24,Car
38S1196,434924,433092,2,Leeds 2016,28/08/2016,Sunday,1705,Unclassified,Dry,Daylight street lights present,Unknown,Driver,Slight,Male,26,Motorcycle over 50cc and up to 125cc
38S1482,431418,434089,2,Leeds 2016,28/08/2016,Sunday,1000,Unclassified,Dry,Daylight street lights present,Unknown,Driver,Slight,Female,24,Car
38S1854,430694,433001,2,Leeds 2016,28/08/2016,Sunday,2245,A,Wet or Damp,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Female,60,Car
38T0435,438926,433971,1,Leeds 2016,29/08/2016,Monday,709,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Male,20,Car
38T1569,432303,438830,2,Leeds 2016,29/08/2016,Monday,1855,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,44,Pedal cycle
38T1944,432438,434836,2,Leeds 2016,29/08/2016,Monday,2142,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Passenger,Slight,Female,2,Car
38T1944,432438,434836,2,Leeds 2016,29/08/2016,Monday,2142,Unclassified,Dry,Darkness street lights present and lit,Fine without high winds,Driver,Slight,Female,59,Car
38U0330,432057,435969,2,Leeds 2016,30/08/2016,Tuesday,740,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,35,Pedal cycle
38U0443,428722,437083,2,Leeds 2016,30/08/2016,Tuesday,1003,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,52,Pedal cycle
38U1015,428943,425984,3,Leeds 2016,30/08/2016,Tuesday,1507,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,62,Car
38U1180,434629,435509,1,Leeds 2016,30/08/2016,Tuesday,1615,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,9,Car
38U1210,429509,431018,2,Leeds 2016,30/08/2016,Tuesday,1630,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,8,Pedal cycle
38U1418,427161,433522,1,Leeds 2016,30/08/2016,Tuesday,1630,Unclassified,Wet or Damp,Daylight street lights present,Fine without high winds,Passenger,Slight,Male,6,Bus or coach (17 or more passenger seats)
38V0289,425106,427356,2,Leeds 2016,31/08/2016,Wednesday,735,A,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Male,18,Motorcycle over 50cc and up to 125cc
38V0296,431249,445734,2,Leeds 2016,31/08/2016,Wednesday,746,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Male,37,Car
38V0296,431249,445734,2,Leeds 2016,31/08/2016,Wednesday,746,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Female,54,Car
38V0314,428967,433445,2,Leeds 2016,31/08/2016,Wednesday,755,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,23,Car
38V1144,428898,439998,1,Leeds 2016,31/08/2016,Wednesday,1604,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Female,85,Car
38V1336,431691,435736,2,Leeds 2016,31/08/2016,Wednesday,1800,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,39,Pedal cycle
38V1509,427299,433371,1,Leeds 2016,31/08/2016,Wednesday,1930,Unclassified,Dry,Daylight street lights present,Fine without high winds,Pedestrian,Slight,Male,13,Car
3910228,435910,425857,2,Leeds 2016,01/09/2016,Thursday,655,Motorway,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,38,Car
3910363,432820,432033,2,Leeds 2016,01/09/2016,Thursday,922,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,32,Pedal cycle
3910399,428543,434276,2,Leeds 2016,01/09/2016,Thursday,947,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Female,31,Motorcycle over 125cc and up to 500cc
3910481,434993,425884,4,Leeds 2016,01/09/2016,Thursday,1054,Motorway,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,60,Car
3910481,434993,425884,4,Leeds 2016,01/09/2016,Thursday,1054,Motorway,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,30,Car
3911134,431085,434206,2,Leeds 2016,01/09/2016,Thursday,750,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,59,Pedal cycle
3911223,424984,432685,2,Leeds 2016,01/09/2016,Thursday,1732,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Male,21,Motorcycle over 50cc and up to 125cc
3911896,440117,445945,2,Leeds 2016,01/09/2016,Thursday,1725,A,Dry,Daylight street lights present,Unknown,Driver,Slight,Female,50,Car
3911896,440117,445945,2,Leeds 2016,01/09/2016,Thursday,1725,A,Dry,Daylight street lights present,Unknown,Passenger,Slight,Female,16,Car
3920666,420804,436820,2,Leeds 2016,02/09/2016,Friday,1155,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,86,Car
3920666,420804,436820,2,Leeds 2016,02/09/2016,Friday,1155,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,72,Car
3920679,431190,434501,2,Leeds 2016,02/09/2016,Friday,1200,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Serious,Male,22,Pedal cycle
3920772,432625,434590,2,Leeds 2016,02/09/2016,Friday,1300,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,31,Pedal cycle
3921129,425421,443198,3,Leeds 2016,02/09/2016,Friday,1540,A,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,38,Car
3921129,425421,443198,3,Leeds 2016,02/09/2016,Friday,1540,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,52,Goods vehicle 3.5 tonnes mgw and under
3921235,429738,430550,2,Leeds 2016,02/09/2016,Friday,1630,A,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,23,Car
3921278,420622,433728,2,Leeds 2016,02/09/2016,Friday,1645,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Male,82,Car
3921278,420622,433728,2,Leeds 2016,02/09/2016,Friday,1645,Unclassified,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,48,Car
3921278,420622,433728,2,Leeds 2016,02/09/2016,Friday,1645,Unclassified,Dry,Daylight street lights present,Fine without high winds,Passenger,Slight,Female,35,Car
3921283,422023,434372,2,Leeds 2016,02/09/2016,Friday,1625,B,Dry,Daylight street lights present,Fine without high winds,Driver,Slight,Female,36,Car
